path,drive_id,mimeType,modifiedTime,sizeBytes
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2021/Steve Marla/CamScanner 08-05-2022 11.38.12.pdf,1ya3XI4syvGb7SZ7ey5fIRaiyZPr-V9Ur,application/pdf,2022-08-05,4921309
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2021/Steve Marla/CamScanner 08-05-2022 11.38.40.pdf,10_hTiQKXenBQo7PnXT1kfcsO4LlU2rV4,application/pdf,2022-08-05,3906568
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2021/Steve Marla/K1 Steve Marla.pdf,1E1Pn2U7JYXJZhho7TflnCWQUeWUJzSBB,application/pdf,2022-08-05,2127929
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2021/Steve Marla/TY 2021-1099+Consolidated-1477(1).pdf,1zZyyYBK-ubF1jleEk62xhtz9UZQNh2P4,application/pdf,2022-08-04,45460
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022,1IzXgitwjnhrbZF4REo_Firi6Oa9lUteh,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/2022 donations.pdf,1lkenFSc9j8sQyUrwRdVw04pJ7inQx53J,application/pdf,2023-06-05,2478461
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/Bankston Cash Flow Dairy 2022.pdf,1WLtklKrJzo492IZNL2YYwD8FWH9nfgrX,application/pdf,2023-03-10,699384
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/cash_flow-20230310 (3).pdf,1EMQK_NDlF_Qr68G7VZ-IPdRGNYrX-xPK,application/pdf,2023-06-05,64284
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/cash_flow-20230310 (4).pdf,1vU0TgxtuUTPvbd4P7vTVK_w-mitW6MUA,application/pdf,2023-06-05,64799
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/FCW 2022 taxes.pdf,1635d8uU1Lz_NYVWuSUZ21FurI_XMwSWE,application/pdf,2023-03-10,7065287
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/FCW patr 2022.pdf,1oXv_qE06nrckgns74SK7yUZ5wso-3_F2,application/pdf,2023-03-10,782589
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/Herd Summary Frazer.xlsx,1Y92FsIDr4s_C5_cuoYGhUZhxEtIDO3K4,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-01-21,11360
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/LOL 2022 taxes.pdf,16GHuoPrT_w03xObE9RB-2Pt30LUU1cW0,application/pdf,2023-03-10,5600661
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/LOL DPAD 2021.pdf,13vu-4LyPI8gu1WmDeVR2Jg6eTaDOUq9Q,application/pdf,2022-09-12,651176
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/Tax forms steve.marla.pdf,1SH7Y7G9yoTtN2y0tAhD6_9Q8qFysKeJh,application/pdf,2023-06-05,16540189
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/TY 2022-1099+CONSOLIDATED-1477(1).pdf,1F0qdaNShN6w_oCwbJ4DAhPrA7vc_hzcV,application/pdf,2023-06-05,46310
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/USDA taxes 2022.pdf,1BY_uyYFM4JRk2Phts-AVNiIdIVWa9ymX,application/pdf,2023-03-10,2403018
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2022/Vanguard 1099 2022.pdf,14s9jDn-dKB2JecGFeNqHif-oBoRv6FGA,application/pdf,2023-06-07,74234
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2023,1ULsiJaw24Inyn5WMEvLTkOAK9cMuS1CW,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2023/2023 1099s etc.pdf,1TYpQLfPL-x172yd1fH0B6Fum2owGUyp-,application/pdf,2024-02-01,4204048
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2023/Etrade Steve MS_2023_1099-CONS_MSSB_LLC_0033_20240205.pdf,1vqOzpCDNRUEGosXOMPFBz6QLXxc_mHqi,application/pdf,2024-04-04,342886
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2023/Etrade Steve TY 2023-1099+CONSOLIDATED-0033.pdf,1i-O-LMEJ02jaq-zlB2Gq6h-haZIVd7hA,application/pdf,2024-04-04,36384
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2023/For Trigs Four K1.pdf,1WHX4iFkPWJtRnnVkvIKVcsrhBPZisPMp,application/pdf,2024-04-04,4326459
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2023/Manuel C. Leal & Son Dairy 2023.pdf,1_4eqFfXnHJ4eX7jNcsCPZiT7wPD5ydle,application/pdf,2024-02-01,66478
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2023/Scan2024-04-04_120845.pdf,1gD8ud7fG1wREGzNS3yLnC7d_nhR20Fgu,application/pdf,2024-04-04,564760
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2023/Steve & Marla Leal 2023.pdf,1lgH703Td1eqbuyLvvKga8CDmEI-pEoyj,application/pdf,2024-02-01,66133
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2023/Steve Plains American K1 2023.pdf,1-ivmckziznsEd_EkLESGy_gSxrww4mVc,application/pdf,2024-04-04,717609
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2023/Vanguard Steve 2023.pdf,1J2jfwcMBq_tpSPvTvzok_OO5Xcx3v-4d,application/pdf,2024-04-04,80027
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024,1giGo3B1Rg3TUVAaYgWRXLxvcK3a0uL4g,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/(PAA) 2024 Tax Package 1810 STEVE M LEAL 04-15-2025 10-52-37 AM.pdf,1DwTdYCKR-jzxxtsfqdv2qKkZCrvCQrIe,application/pdf,2025-04-15,585602
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/agwest year end.pdf,1PrDD-nasSScVG7u3bupKfzieLN73it7w,application/pdf,2025-02-03,729889
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/LOL 1099-patr.pdf,1u2YpLgoKLceykQSVYfoCRSsnxMIc63Y3,application/pdf,2025-02-03,413597
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Manuel C. Leal & Son Dairy 2024.pdf,1mxF1EVXZUtJpf7hhhxlVuYjoGMN7rqME,application/pdf,2025-02-14,64780
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Steve & Marla 2024 Bankston.pdf,19ToeaeeGsdYuslvB5gjT5Xf0LPcZqsr-,application/pdf,2025-04-15,64369
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Steve & Marla Bankston 2024.pdf,18XUE5WqIuQPjxOge4DB1rwlwxbdFCxkD,application/pdf,2025-02-14,64369
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Steve Etrade 1099 2024.pdf,18czXWuc0O-BILGpD6Ku4CXYVImadawAy,application/pdf,2025-04-15,342583
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Steve Marla 1099s.pdf,1TjTvJ4B9Z56sC96w6Uih-X9M0AOHMETq,application/pdf,2025-04-15,1279241
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Steve Marla donations 2024.pdf,1vOHztPrnUytBlTiRNi2wBSZ2D1zvckue,application/pdf,2025-04-15,2146610
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Steve Marla For Trigs Six.pdf,1MImR6_lEe9f13RFRltH2EV6Rm2SGCK45,application/pdf,2025-04-15,15124097
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Steve Vanguard 1099 2024.pdf,1cREqziwl4swWbSUJdRHhMftjNI_zMLsN,application/pdf,2025-04-15,80304
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Tax Forms 1099s.pdf,19dcgto-Sq8CM-oO0ryVPu6RRXnXXkTHn,application/pdf,2025-01-29,2439266
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Tax Returns,18rAfHcfDtcDVSlCYGHc6g85upRldWfG_,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Tax Returns/2024 Tax Returns - Manuel Leal & Son Dairy.pdf,19vCxylD2zSBrfXak-Ifd66TceRjkDraE,application/pdf,2025-09-09,587777
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2024/Tax Returns/2024 Tax Returns - Steve & Marla Leal.pdf,147BtC3Y1oPAFeDGeEMfGv3B3iB4CBbZP,application/pdf,2025-09-09,737377
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2025,1DzicDw7dG7HMUvYvq1GaF8EZu2aQVLVT,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2025/2021_RAM_2500_Transactions_2023-08-01_2026-07-14.csv,1Omqm2R3xcvQReh6VAM718OHHURRt_a38,text/csv,2026-07-14,6783
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2025/2021_RAM_2500_Transactions_2023-08-01_2026-07-14.ofx,1WMoCPoPnf6Kd_2HKaAUITLR8feimvypP,application/octet-stream,2026-07-14,11490
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2025/Manuel C. Leal & Son Dairy Bankston 2025.pdf,1oqTje9dNazd5OANUJpVoqb8qmbTv2GT9,application/pdf,2026-07-14,65365
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2025/Steve etrade 1099 2025.pdf,1FvgUYdYFKiV8Zi7HGyrJSP8pUWDp7tDI,application/pdf,2026-02-19,355154
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2025/steve marla TCFCU 1099-INT 2025.pdf,1cmcXCFTsp8YjmOD_HThh1JULGt5f97Yi,application/pdf,2026-07-14,39414
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2025/Steve or Marla Leal Bankston 2025.pdf,1p5lCT8Z0ilC_hvnQLfqoHucCfn3izmZk,application/pdf,2026-07-14,67546
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2025/steve vanguard 1099 2025.pdf,1yUWtfU45eifyj0vVad3ONet82mT9-XRU,application/pdf,2026-02-19,76411
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration,1tYXoljqESNVH3QGO4EF7UZSrY64WK9fy,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/2016.04.14 ltr to Hazel and Steve Leal with Tony Cardoza's appraisal(1).pdf,1CKR1FU7-ked_P_SZubUODL7fBBDvfk3V,application/pdf,2016-04-26T01:22:34Z,7114958
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/2016.06.15 ltr to Kaylene Edwards CPA with original certified death certificate.(1).pdf,1XE6Y7_dNzEjvp2DxIg21mXXhdhIoA-th,application/pdf,2016-11-26T22:29:20Z,1674312
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/2017.05.31 Ltr from T. Thompson re pending issues - documents (1).pdf,1CiXxmDqB8Dhie35i7py9G1SdyMLM5lL8,application/pdf,2017-06-30T21:57:08Z,4805268
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/2017.08.08 Ltr to R. Esraelian with recorded Correction Grant Deed (1).pdf,1Doyn_ceE6_xSv7dxpaaR3yrUGBZnD_La,application/pdf,2018-05-25T16:21:20Z,4303055
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/2017.10.06 Hazel Leal Mediation Brief.PDF,1dyfXbzh4ytHr1RKSpxcdwBpBAJ9opX_u,application/pdf,2017-10-07T17:54:15Z,6590175
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Business Valuation Report.Reddington.M. Leal Trust.05.26.16.pdf,1hiC7AwvpHfQoDURXnrF1HkKEscGgAlFd,application/pdf,2016-07-19T16:24:25Z,7094735
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Bypass Trust Tax Returns,1H1YQqnmIJ6xcwqS0XeANh8augH0fOWkT,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Bypass Trust Tax Returns/Manuel Leal Bypass Trust 2015 TAX.PDF,1zYjR8wGcHrBBvI9GrqQKg3wrSJyEol5n,application/pdf,2020-10-19,546033
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Bypass Trust Tax Returns/Manuel Leal Bypass Trust 2016 TAX.PDF,102Hb9pTwI0TnHYnd3ooInVxX6WdE34KE,application/pdf,2020-10-19,522490
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Bypass Trust Tax Returns/Manuel Leal Bypass Trust 2017 TAX.PDF,1BGmvVq6Ey5PVlZ5oafzjLoisArwJhOGo,application/pdf,2020-10-19,586439
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Bypass Trust Tax Returns/Manuel Leal Bypass Trust 2018 TAX.PDF,1yWVF4coBFNu-V3crUfosSr32kF3T74UJ,application/pdf,2020-10-19,546544
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Bypass Trust Tax Returns/Manuel Leal Bypass Trust 2019 TAX.PDF,12UMT1SyMAfTvSrCSi5LoKbpjxE_2MsZs,application/pdf,2020-10-19,620885
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Certification of Trust MC Leal Bypass Trust.pdf,1I0PiMSV9vizz9d0TuOJT2sETEZnavO6w,application/pdf,2022-03-11T21:56:38Z,8441569
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/closing statements steve.pdf,1N2JJCfS1t2_w7BGCi_uU5VLGCxJCS6L7,application/pdf,2017-07-24T21:00:48Z,806463
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier,1Gdq4wEWcSW---ehsz8Tz3Fb3rB_IzHSB,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/2023 APNs Crops Report.xlsx,17KgB72q_hFdct11B9mB7Icju9wot6Uwi,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2023-06-05,14037
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/AIR BOARD PERMIT LEAL.pdf,1i_o_-n7kBbyr0LG74Al01BMwgaXX5Zfs,application/pdf,2016-03-11,1917176
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/annualreport2013.pdf,1Y1frkXJ1n5QOGKhwjuYKvxihqkMpUOUg,application/pdf,2016-03-11,173375
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/appraisal inventory.xlsx,1VTlVVwzRA7U9tGm4e5ixtmUO7MyI3Po0,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2023-05-30,15868
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/Appraisal Summary.xlsx,1c38WM5WZHQSQSxGMprC54mBYl2FjgOEF,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2023-05-30,14624
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/County Permit0001.pdf,13lHJIx8R1TrQNr0lbEPqELcVIC5vj7n4,application/pdf,2013-06-17,2706184
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/dairy facility.png,1DjYS7E3t8sClXN9wxJdvsp2CZR8WQic6,image/png,2016-03-07,1911661
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/Docs - Signed - Initial - UPDATED.PDF,1lbyioZMkd0cAtYE8Le49If6HnqNjMsPK,application/pdf,2023-06-05,886333
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/Fields Report ACREVALUE.pdf,1x3X1xN7iVzDudMTLEHzVpIwfXnXwexV6,application/pdf,2016-03-07,8831963
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/Heifer Ranch.jpg,1xj_CESizvDI5lKMWBu-9jUCfaY6rmyiF,image/jpeg,2011-06-30,138990
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/heifer ranch.png,1w8rrvdo94bMXVDdajGkI-IzDRSR097XU,image/png,2016-03-07,1319709
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/LEAL APN MAP.png,1LhQFWvz58HMSbuBJU58rjMAJ83qNRLiP,image/png,2016-03-11,1028390
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/PROP TAX BILLS 2015.pdf,16HotDpZt0XSfd4VOVUfx78MFecbbKNFa,application/pdf,2016-03-07,47042793
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Correia Xavier/TID ASSESS BILL 2015.pdf,1h9mPX7QiVa-dfnfrSstH3CrYz5plnhP5,application/pdf,2016-03-07,4132388
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/equity 1992-1993.pdf,1Q_ZQ7ZEjf4u6dCCG6-CLz3sbsmCaZUvA,application/pdf,2017-06-28T18:34:32Z,820931
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Equity Accounts 1997-2015.pdf,1O7OGL798JcaTXginVNMIUgKtNV-ckK0l,application/pdf,2017-06-28T18:35:21Z,6917149
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/equity accounts.pdf,1GnNXts2ImntGOWxBDqQuPgZW0mD991Db,application/pdf,2017-02-14T19:58:40Z,6725205
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/ESRAELIAN LETTER OF 2-22-17 (2).pdf,19aNRmmyREnMWM38XNWrFMoxc2VWo8jAx,application/pdf,2017-03-22T21:44:31Z,629163
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Frazer invoice 170777.pdf,1Ql1d-B-SfuLQMtSYg6ED1N232Rdpc48l,application/pdf,2021-02-25T16:46:38Z,239527
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin,1FDjIIQkb8WiKrbbE9ASBXFV0IFbnsrdy,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/2025-03-03 BMO Atty Esraelian Ltr (1).pdf,1Ft2VDY1p4gNF8LN49kDEI20nri7Jbqye,application/pdf,2025-06-26,640494
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/2025-05-23 BMO Atty Esrealian Ltr.pdf,1UZty_TgcJrYZ2N-D8Yu7RtcLSo74RgS7,application/pdf,2025-06-26,148426
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/2025-06-19 Atty Esraelian Ltr.pdf,17nW4-KFFOg3LWZfXkdOiPaM8JxlxZgKQ,application/pdf,2025-06-26,326119
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/2026.01.21 Garabedian -Leal Mediation Brief_a8a08f67c05d.pdf,1BD14JDeC0VTQGemgiFgWkjmDG-kmo7ly,application/pdf,2026-01-28,5688734
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/__MACOSX,1rj9pDVc3tWQRG1_6nqg2QypO0JXxwgeB,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/__MACOSX/Leal Dairy & Feedlot Appraisal_Valuation Reports_2022,1qvzbMwLhcdwGuVScVFog-dCrIiUnudJt,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Appraisal Summary 1.22.25.xlsx,1ZGPbaH27djqqQgc53KUGn6_Qu-H5heZb,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2025-02-06,117765
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Appraisal Summary 2.13.25 (1).xlsx,1bW44eOIrVf8csZpOjV_nbF2J8pDVILG2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-01-28,119398
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Appraisal_Valuation_Summary_2022.pdf,1Mr7wYvnTzpS8gOGKoC8QloGu--dZgdZP,application/pdf,2025-06-26,180781
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Copy of 2.5.2025 4.20 PM - Appraisal Summary 1.22.25.xlsx,1cLxhzZ49rCTIWSYREUemk3951C20VAcH,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2025-02-14,115175
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/CPA Rebuttal_ Response to Accounting Inquiries.docx,15IQBic0GwxHzChI-nD6JT0JNuOZ1iBdm,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-05-01,1803847
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Dustin Snyder Email.png,1m1RNmwifbGxDC8cET5THmjkRP9A_ofOV,image/png,2025-02-05,102398
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Executive Summary_ Final Settlement Proposal for Co-Trustees.docx,1PMzBbvrJFBHQKA1c2CZFL9-WRmgA7jdk,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-05-01,1803425
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Financial Statement Capital thru Hazel's DOD revised 2-13-2025.pdf,1gMH2WgsO-7ECZfBS_eTk1v6_94dQW_rX,application/pdf,2025-02-14,71047
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Hazel Draws 9.22.22-1.31.25.xlsx,12RlWoTBz4mh0GehkUTgsl-0vUWkbJZaf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2025-01-31,52142
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Hazel Leal Trust.pdf,1UzNLQHGB8T5oCfNfi1eplxWUnAjyqmKb,application/pdf,2023-09-28,19132311
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Hazel Personal Expenses Summary.xlsx,120o_A-6vcioXp-_XlVcj7HSWAOa7qfZD,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-07-10,53945
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Hazel's draws 1-15-25 thru 5-7-26.pdf,1Zf7RcU1V_dcHCSuVb3MRzZZPK4dfeLNb,application/pdf,2026-05-07,155675
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Hazel Trust Admin/Herd Inventory 9.30.22.xlsx,1DhfWXj9s4cOuwtajF5-HL3cDq7MOkdyE,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2023-08-29,10220
